연번,미디어타입,제목,장소명,장소타입,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일
122,artist,god,경복궁,playground,와썹맨 박준형이 다녀간 유적지,"수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,02-3700-3900,
123,artist,GOT7,난장캠프,restaurant,GOT7ing EP.01 촬영 장소,화-일 14시 - 22시,정보없음,월요일,서울특별시 강남구 강남대로114길 10 2층,37.519461,127.020887,0507-1311-1446,
124,artist,GOT7,추풍령칼삼겹살 압구정점,restaurant,갓세븐 유겸이 방문한 삼겹살집,월-토 17시 - 23시 ,정보없음,일요일,서울특별시 강남구 도산대로 51길 41,37.525929,127.038158,02-518-9996,
125,movie,The King,울프강 스테이크 하우스,restaurant,정우성과 조인성이 스테이크를 먹은 곳,매일 11시 - 22시,정보없음,연중무휴,서울특별시 강남구 선릉로152길 21,37.5244835,127.041441,02-556-8700,
126,movie,The King,이화여자대학교,playground,조인성이 더킹에서 다짐을 하며 걸은 곳,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서대문구 이화여대길 52,37.561149,126.946433,02-3277-2114,
127,artist,GOT7,파스쿠찌 강남구청역점,cafe,꽃미남 브로맨스 잭슨&주헌편 촬영 장소,"평일 07시 30분 - 23시 30분, 주말 08시 30분 - 23시",정보없음,연중무휴,서울특별시 강남구 선릉로131길 12,37.51785,127.039853,02-3444-8497,
128,artist,GOT7,10꼬르소꼬모 카페 청담점,cafe,"""발칙한 동거""에서 진영, 혜연, 피오가 간 곳",매일 12시 - 21시,16시 30분 - 18시,연중무휴,서울특별시 강남구 압구정로 416,37.526893,127.042391,02-3018-1010,
129,artist,GOT7,골목식당,restaurant,JYP 아티스트들이 연습생 시절에 자주 간 식당,매일 10시 - 21시,정보없음,연중무휴,서울특별시 강남구 압구정로79길 47,37.525483,127.051047,02-545-7217,
130,artist,GOT7,목포자매집,restaurant,3시 내고향 전라도편 촬영 장소,"평일 11시 30분 - 22시, 토 11시 30분 - 21시",정보없음,"일요일, 명절 ",서울특별시 강남구 언주로115길 14,37.510123,127.03541,02-543-0729,
131,artist,GOT7,이모가있는집 본점,restaurant,꽃미남 브로맨스 잭슨&주헌편 촬영 장소,월-토 11시 - 21시 20분,정보없음,일요일,서울특별시 강남구 언주로134길 31,37.517091,127.038109,02-545-7605,
132,artist,GOT7,푸주옥설렁탕,restaurant,GOT7 멤버들이 방문한 JYP 근처 식당,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강동구 강동대로 209,37.523823,127.129786,02-474-6987,
133,artist,GOT7,툭툭누들타이,restaurant,3시 내고향 태국음식편 촬영 장소,매일 11시 30분 - 21시 30분,15시 20분 - 17시,연중무휴,서울특별시 마포구 성미산로 161-8,37.565149,126.924012,0507-1400-5130,
134,artist,GOT7,응봉산,playground,꽃미남 브로맨스 잭슨&주헌편 촬영 장소,매일 00시 - 24시,정보없음,연중무휴,서울특별시 성동구 독서당로60길 13-1 ,37.547805,127.029886,02-2286-6061,
135,artist,GOT7,볼하우스 한남,playground,건반 위의 하이에나에서 볼링친 장소,"일-목 11시- (익일) 03시, 금-토 11시 - (익일) 05시 ",정보없음,연중무휴,서울특별시 용산구 독서당로 46 지하2층,37.537294,127.001975,0507-1397-8905,
136,artist,GOT7,한와담 한남본점,restaurant,"""발칙한 동거""에서 진영, 혜연, 피오가 간 식당",매일 11시 30분 - 23시,평일만 15시 - 17시,연중무휴,서울특별시 용산구 독서당로 65-1,37.533806,127.007746,0507-1426-7938,
137,artist,GOT7,보나베띠 명동점,restaurant,REAL GOT7 S4 Ep.04 촬영 장소,매일 11시 30분 - 22시 ,정보없음,연중무휴,서울특별시 중구 명동10길 51,37.554319,126.973992,0507-1426-0020,
138,movie,The Last Princess,덕수궁,playground,덕혜옹주에서 노년의 손예진이 돌아온 궁,화-일 09시 - 21시,정보없음,월요일,서울특별시 중구 세종대로 99,37.565924,126.97501,02-771-9951,
139,artist,I.O.I,자매의 부엌,restaurant,김청하가 다녀간 가로수길 이탈리안 레스토랑,매일 11시 30분 - 22시,15시 - 17시,연중무휴,서울특별시 강남구 압구정로10길 40,37.5208909,127.0220008,0507-1373-6769,
140,artist,I.O.I,장미술상,restaurant,김청하가 다녀간 논현동 술집,매일 16시 - (익일) 02시,정보없음,연중무휴,서울특별시 강남구 학동로2길 34,37.509225,127.023034,0507-1470-5993,
141,artist,I.O.I,유림 강서점,restaurant,김청하가 다녀간 염창동 닭볶음탕 맛집,매일 11시 30분 - 22시,정보없음,연중무휴,서울특별시 강서구 공항대로71길 5 유림,37.5478307,126.8717214,02-3665-3930,
142,artist,Itzy,벤스쿠키 가로수길점,cafe,있지 인스타에 업로드 된 카페,매일 11시 30분 - 21시 30분,정보없음,명절(당일),서울특별시 강남구 도산대로 11길 33,37.51967,127.022272,02-514-0051,
143,artist,Itzy,소울컵,cafe,JYP엔터테인먼트에서 운영하는 유기농 카페,매일 09시 - 22시,정보없음,연중무휴,서울특별시 강동구 강동대로 205,37.52406,127.129116,02-2225-8368,
144,artist,Itzy,보성갈비 본점,restaurant,있지 인스타에 업로드 된 식당,매일 11시 - 23시,정보없음,연중무휴,서울특별시 강동구 양재대로89가길 14,37.526039,127.134628,02-486-3393,
145,artist,Itzy,파사주,restaurant,파리에 있지' 오프닝 촬영 장소,매일 11시 30분 - 22시,15시 - 17시 30분,연중무휴,서울특별시 마포구 성지5길 8 1층,37.54626,126.913243,0507-1367-8995,
146,artist,Itzy,성수미술관,cafe,있지 유나가 방문한 드로잉 카페,매일 12시 - 22시 ,정보없음,연중무휴,서울특별시 성동구 성수일로8길 39 지층 B02,37.545648,127.054802,0507-1324-1143,
147,artist,Itzy,아리수 한정식,restaurant,있지 브이 라이브에서 방문한 식당,매일 11시 30분 - 21시 30분,정보없음,연중무휴,서울특별시 양천구 목동서로 213,37.527969,126.87054,02-2646-2800,
148,artist,Itzy,인생네컷 종로익선동한옥거리점,playground,있지 인스타에 업로드 된 곳,정보없음,정보없음,정보없음,서울특별시 종로구 수표로28길 17-34,37.573621,126.989553,0507-1336-4511,
149,artist,NCT,도산족발&칼국수,restaurant,NCT 127 24hr RELAY CAM 도영편,"월-토 11시 - 24시, 일 11시 - 23시",정보없음,연중무휴,서울특별시 강남구 도산대로 45길 8-8 2층,37.523027,127.036623,0507-1356-7716,
150,artist,NCT,르자당 도산점,restaurant,도영과 배우 공명이 함께 갔던 꽃집 겸 레스토랑,화-일 11시 - 21시,정보없음,월요일,서울특별시 강남구 도산대로45길 10-3 3층,37.5232199,127.0338166,02-586-4010,
151,artist,NCT,울프강 스테이크 하우스,restaurant,NCT 태용과 뉴이스트 JR이 밥먹으러 간 곳,매일 11시 - 22시,정보없음,연중무휴,서울특별시 강남구 선릉로152길 21,37.5244835,127.041441,02-556-8700,
152,artist,NCT,고센인코퍼레이티드 청담점,cafe,NCT 127 24hr RELAY CAM 마크편 with 유타,매일 11시 30분 - (익일) 04시 30분,정보없음,연중무휴,서울특별시 강남구 선릉로158길 18,37.525099,127.041412,02-515-1863,
153,artist,NCT,더청담수산,restaurant,도영이 방문한 제철 해산물 전문점,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 압구정로 338 1층,37.528073,127.038864,0507-1394-2330,
154,artist,NCT,마사 타코,restaurant,NCT가 아이하트라디오에서 토크한 장소,화-일 12시 - 22시 ,정보없음,월요일,서울특별시 강남구 압구정로10길 30-8,37.521983,127.02174,02-545-6915,
155,artist,NCT,도쿄수플레,cafe,태용이와 재현만의 수플레를 만든 곳,매일 11시 - 22시,정보없음,연중무휴,서울특별시 강남구 압구정로10길 35 1층,37.5212755,127.0222051,02-543-7959,
156,artist,NCT,하이디라오 건대지점,restaurant,NCT 쿤이 트위터에 인증샷을 올렸던 중식당,매일 10시 - (익일) 05시,정보없음,연중무휴,서울특별시 광진구 능동로 110,37.540649,127.071447,02-456-5683,
157,artist,NCT,플레이독스,cafe,런쥔 트위터에 올린 강아지와 함께 찍은 사진 촬영장소,평일 12시 - 23시,정보없음,연중무휴,서울특별시 광진구 능동로 163,37.546741,127.073477,02-497-5789,
158,artist,NCT,망원한강공원,playground,유영진X태용 '함께 (Cure)' MV 촬영장소,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 마포나루길 467 망원한강공원 내,37.55347,126.89816,02-3780-0601,
159,artist,NCT,꾸머카페,cafe,NCT DREAM BOY VIDEO ep.9,매일 10시 30분 - 22시,정보없음,연중무휴,서울특별시 마포구 성지길 40,37.546974,126.912915,02-322-8930,
160,artist,NCT,커피탐이나,cafe,JCC에서 쟈니와 재현이 바리스타 체험을 한 카페,매일 11시 - 22시,정보없음,명절(당일),서울특별시 마포구 잔다리로3안길 31,37.55017,126.919436,02-332-3212,
161,artist,NCT,잠수교,playground,NCT127 Hello! #SEOUL 포토북 장소,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동,37.514658,126.996412,02-2155-7626,
162,artist,NCT,센토리,playground,Ch.NCT 00즈 성년의날 향수 드림향 만든 장소,평일 09시 30분 - 18시 30분,정보없음,주말,서울특별시 서초구 신반포로49길 12 하늘정원빌딩,37.511484,127.020252,070-4466-6123,
163,artist,NCT,카페 앤 아더,cafe,NCT DREAM BOY VIDEO ep.10,"평일 08시- 21시, 주말 11시 - 21시, 공휴일 10시 - 21시",정보없음,연중무휴,서울특별시 성동구 서울숲2길 40-10,37.54625,127.0406024,070-8777-9724,
164,artist,NCT,점프스카이,playground,나를 구해줘: SAVE NCT DREAM 4회 드림선수촌 편 촬영장소,"화-금 11시 - 19시, 주말, 공휴일 11시 - 20시",정보없음,월요일 ,서울특별시 송파구 송파대로 111 201동 B103호,37.480108,127.124604,02-3402-2727,
165,artist,NCT,서울스카이,playground,유타 인스타그램에 올라온 롯데타워 전망대,"일-목 10시 30분 - 22시, 금-토 10시 30분 - 23시",정보없음,연중무휴,서울특별시 송파구 올림픽로 300 117~123층,37.5106452,127.1014698,02-1661-2000,
166,artist,NCT,볼하우스 한남,playground,NCT 127 24hr RELAY CAM 해찬편 with 태일,"일-목 11시- (익일) 03시, 금-토 11시 - (익일) 05시 ",정보없음,연중무휴,서울특별시 용산구 독서당로 46 지하2층,37.537294,127.001975,0507-1397-8905,
167,artist,NCT,바캉스 커피,cafe,을지로에 있는 Cafe 7 Dream 촬영지,"화-토 12시 - 21시 30분, 일 12시 - 21시 ",정보없음,월요일,서울특별시 중구 남대문로9길 12,37.5667822,126.9817517,070-8803-2326,
168,artist,NCT,마복림떡볶이,restaurant,00즈휴일 VLIVE에서 언급한 신당동 떡볶이 맛집,매일 09시 - 23시,정보없음,"2, 4번째 월요일 ",서울특별시 중구 다산로35길 5,37.5631824,127.0150869,02-2232-8930,
169,artist,NCT,볼링볼링,playground,190205 채널NCT 재현의 볼링 연습 장소,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 청계천로 400 롯데캐슬베네치아 메가몰동 지하1층,37.570766,127.019836,02-3298-6606,
170,artist,SF9,예스24 라이브홀,playground,SF9 미니 7집 쇼케이스 장소,매일 09시 30분 - 18시,정보없음,연중무휴,서울특별시 광진구 구천면로 20,37.545773,127.107881,070-5001-4532,
171,artist,TXT,인스턴트펑크 압구정 플래그십 스토어,playground,휴닝카이 you 컨셉포토 촬영장소,매일 12시 - 20시,정보없음,연중무휴,서울특별시 강남구 도산대로51길 12,37.5239071,127.0380634,0507-1306-9093,
172,artist,TXT,최인아 책방,playground,톡투데이에서 수빈이 책을 구입한 서점,평일 12시 - 19시,정보없음,연중무휴,서울특별시 강남구 선릉로 521,37.506026,127.047895,02-2088-7330,
173,artist,TXT,버터핑거팬케이크 청담점,restaurant,TALK X TODAY에서 멤버들이 간 브런치 집,"평일 08시 - 22시, 주말 07시 - 22시",정보없음,연중무휴,서울특별시 강남구 선릉로152길 11,37.524289,127.040411,02-3448-1070,
174,artist,TXT,우텐더,restaurant,방시혁 PD와 TXT 회식 장소,"월-토 11시 30분 - 22시 30분, 일 17시 - 22시 30분",15시 - 17시,연중무휴,서울특별시 강남구 압구정로 42길 25-10,37.527011,127.035838,0507-1419-8588,
175,artist,TXT,더 키친 일뽀르노 청담점,restaurant,TALK X TODAY에서 간 이탈리아 레스토랑,매일 11시 30분 - 22시,17시 - 17시 30분,연중무휴,서울특별시 강남구 언주로164길 29,37.574977,126.981219,02-3447-0071,
176,artist,TXT,카페 더 왈츠 애견카페,cafe,톡투데이에서 수빈이 강아지들과 놀던 장소,매일 10시 - 21시 ,정보없음,연중무휴,서울특별시 강남구 역삼로 134,37.494079,127.0343,02-564-0927,
177,movie,Luck-key,송림원,restaurant,영화에서 골목길에 등장하는 중국집,매일 12시 - 21시,15시 30분 - 17시,연중무휴,서울특별시 성북구 동소문로 25-2,37.5898797,127.0087929,02-764-7970,
178,movie,Luck-key,안즈나선아당신생각,restaurant,영화 럭키에서 유해진이 김밥을 썬 곳,매일 11시 - 23시,정보없음,연중무휴,서울특별시 성북구 동소문로 25-3,37.58983,127.008618,02-6465-3945,
179,movie,Luck-key,용마랜드,playground,영화에서 유해진이 조윤희에게 고백하는 곳,매일 10시 - 18시,정보없음,연중무휴,서울특별시 중랑구 망우로70길 118 ,37.594468,127.105556,02-436-5800,
180,artist,TXT,보노보노 삼성점,restaurant,톡투데이2에서 수빈과 태현이 간 해산물 뷔페 식당,"평일 11시 30분 - 21시 30분, 주말 12시 -  21시","평일 15시 - 18시, 주말 15시 - 17시",연중무휴,서울특별시 강남구 테헤란로 508,37.506935,127.058013,0507-1472-8081,
181,artist,TXT,펀시티 건대점,playground,톡투데이에서 범규와 태현이 놀았던 오락실,"월-목 12시 - 18시, 금 12시 - 19시, 토 11시 - 19시, 일 11시 - 18시",정보없음,연중무휴,서울특별시 광진구 동일로22길 81 1층,37.541417,127.068793,02-464-5671,
182,artist,TXT,캘리포니아도넛클럽 & 비라티오 홍대점,cafe,톡투데이에서 연준과 범규가 방문한 홍대 카페,"평일 09시 - 20시 30분, 주말 10시 - 22시",정보없음,연중무휴,서울특별시 마포구 잔다리로 28,37.551124,126.920229,02-332-8077,
183,artist,TXT,그 아저씨 공방,playground,투두 2020 EP13 촬영지인 도예공방,"월,금-토 10시 - 19시, 수 10시 - 22시, 일 13시 - 19시",12시 30분 - 13시 30분,"화요일, 목요일",서울특별시 성동구 무학봉15길 27,37.563641,127.030159,070-4184-3461,
184,artist,TXT,그러하다 스튜디오 PART 1,playground,CAT & DOG 앨범자켓 촬영지,매일 00시 - 24시,정보없음,연중무휴,서울특별시 성북구 삼양로 139나길 54,37.648342,127.009513,02-992-1211,
185,artist,TXT,풍납나들목,playground,TXT 드라마 뮤직비디오 촬영지,매일 00시 - 24시,정보없음,연중무휴,서울특별시 송파구 신천동 풍납나들목,37.5279992,127.1079098,02-2147-4720,
186,artist,TXT,현대카드 바이닐앤플라스틱,store,톡투데이에서 범규가 방문한 이태원 음반 매장,"화-토 12시 - 21시, 일, 공휴일 12시 - 18시 ",정보없음,"월요일, 명절",서울특별시 용산구 이태원로 248,37.53677,127.000831,02-2014-7800,
